"DUQ210.Code.or.Value","DUQ210.Value.Description","DUQ210.Count","DUQ210.Cumulative","DUQ210.Skip.to.Item"
"1 to 56","Range of Values",1772,1772,NA
"777","Refused",0,1772,NA
"999","Don't know",1,1773,NA
".","Missing",3023,4796,NA
