"AUDTYL51.Code.or.Value","AUDTYL51.Value.Description","AUDTYL51.Count","AUDTYL51.Cumulative","AUDTYL51.Skip.to.Item"
"0 to 3.16","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
