"LBD189LC.Code.or.Value","LBD189LC.Value.Description","LBD189LC.Count","LBD189LC.Cumulative","LBD189LC.Skip.to.Item"
"0","detectable result",434,434,NA
"1","below detectable limit",1383,1817,NA
".","Missing",468,2285,NA
