"AUXLR241.Code.or.Value","AUXLR241.Value.Description","AUXLR241.Count","AUXLR241.Cumulative","AUXLR241.Skip.to.Item"
"-36 to 41","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
