"ORXH35.Code.or.Value","ORXH35.Value.Description","ORXH35.Count","ORXH35.Cumulative","ORXH35.Skip.to.Item"
"1","Positive",8,8,NA
"2","Negative",4839,4847,NA
"3","Not evaluated",455,5302,NA
".","Missing",0,5302,NA
