"LBD066LC.Code.or.Value","LBD066LC.Value.Description","LBD066LC.Count","LBD066LC.Cumulative","LBD066LC.Skip.to.Item"
"0","At or above the detection limit",259,259,NA
"1","Below lower detection limit",25,284,NA
".","Missing",0,284,NA
