"RHQ562.Code.or.Value","RHQ562.Value.Description","RHQ562.Count","RHQ562.Cumulative","RHQ562.Skip.to.Item"
"1","Yes",96,96,""
"2","No",402,498,"RHQ570"
"7","Refused",0,498,"RHQ570"
"9","Don't know",23,521,"RHQ570"
".","Missing",3043,3564,""
