"AUDTYL48.Code.or.Value","AUDTYL48.Value.Description","AUDTYL48.Count","AUDTYL48.Cumulative","AUDTYL48.Skip.to.Item"
"0 to 3.22","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
