"PAD160.Code.or.Value","PAD160.Value.Description","PAD160.Count","PAD160.Cumulative","PAD160.Skip.to.Item"
"1 to 600","Range of Values",3443,3443,NA
"77777","Refused",0,3443,NA
"99999","Don't know",0,3443,NA
".","Missing",5835,9278,NA
