"MCQ086.Code.or.Value","MCQ086.Value.Description","MCQ086.Count","MCQ086.Cumulative","MCQ086.Skip.to.Item"
"1","Yes",85,85,NA
"2","No",8074,8159,NA
"7","Refused",1,8160,NA
"9","Don't know",1,8161,NA
".","Missing",1203,9364,NA
