"AUXRR232.Code.or.Value","AUXRR232.Value.Description","AUXRR232.Count","AUXRR232.Cumulative","AUXRR232.Skip.to.Item"
"-25 to 60","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
