"SMD410.Code.or.Value","SMD410.Value.Description","SMD410.Count","SMD410.Cumulative","SMD410.Skip.to.Item"
"1","Yes",1759,1759,""
"2","No",8477,10236,"End of Section"
"7","Refused",3,10239,"End of Section"
"9","Don't know",0,10239,"End of Section"
".","Missing",109,10348,""
