"MCQ035.Code.or.Value","MCQ035.Value.Description","MCQ035.Count","MCQ035.Cumulative","MCQ035.Skip.to.Item"
"1","Yes",873,873,""
"2","No",492,1365,"MCQ053"
"7","Refused",0,1365,"MCQ053"
"9","Don't know",24,1389,"MCQ053"
".","Missing",8433,9822,""
