"RFXC117.Code.or.Value","RFXC117.Value.Description","RFXC117.Count","RFXC117.Cumulative","RFXC117.Skip.to.Item"
"-5.406 to 5.552","Range of Values",51057,51057,NA
".","Missing",19,51076,NA
