"KIQ110.Code.or.Value","KIQ110.Value.Description","KIQ110.Count","KIQ110.Cumulative","KIQ110.Skip.to.Item"
"1","Yes",1315,1315,NA
"2","No",27,1342,NA
"7","Refused",0,1342,NA
"9","Don't know",0,1342,NA
".","Missing",139,1481,NA
