"RHQ131.Code.or.Value","RHQ131.Value.Description","RHQ131.Count","RHQ131.Cumulative","RHQ131.Skip.to.Item"
"1","Yes",2266,2266,""
"2","No",403,2669,"RHQ275A"
"7","Refused",1,2670,"RHQ275A"
"9","Don't know",3,2673,"RHQ275A"
".","Missing",1072,3745,""
