"AUXRR176.Code.or.Value","AUXRR176.Value.Description","AUXRR176.Count","AUXRR176.Cumulative","AUXRR176.Skip.to.Item"
"-48 to 91","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
