"AUXLR273.Code.or.Value","AUXLR273.Value.Description","AUXLR273.Count","AUXLR273.Cumulative","AUXLR273.Skip.to.Item"
"-8 to 43","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
