"AUXRR249.Code.or.Value","AUXRR249.Value.Description","AUXRR249.Count","AUXRR249.Cumulative","AUXRR249.Skip.to.Item"
"-14 to 58","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
