"AUDTYL61.Code.or.Value","AUDTYL61.Value.Description","AUDTYL61.Count","AUDTYL61.Cumulative","AUDTYL61.Skip.to.Item"
"0 to 2.56","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
