"TYXP256.Code.or.Value","TYXP256.Value.Description","TYXP256.Count","TYXP256.Cumulative","TYXP256.Skip.to.Item"
"-298 to -25","Range of Values",127,127,NA
".","Missing",8342,8469,NA
