"AUXLR260.Code.or.Value","AUXLR260.Value.Description","AUXLR260.Count","AUXLR260.Cumulative","AUXLR260.Skip.to.Item"
"-27 to 69","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
