"AUXRR157.Code.or.Value","AUXRR157.Value.Description","AUXRR157.Count","AUXRR157.Cumulative","AUXRR157.Skip.to.Item"
"-16 to 62","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
