"RFXC104.Code.or.Value","RFXC104.Value.Description","RFXC104.Count","RFXC104.Cumulative","RFXC104.Skip.to.Item"
"-7.647 to 5.194","Range of Values",51061,51061,NA
".","Missing",15,51076,NA
