"FSD092.Code.or.Value","FSD092.Value.Description","FSD092.Count","FSD092.Cumulative","FSD092.Skip.to.Item"
"1","Yes",235,235,NA
"2","No",1121,1356,NA
"7","Refused",0,1356,NA
"9","Don't know",0,1356,NA
".","Missing",8793,10149,NA
