"SMQ620.Code.or.Value","SMQ620.Value.Description","SMQ620.Count","SMQ620.Cumulative","SMQ620.Skip.to.Item"
"1","Yes",875,875,""
"2","No",1179,2054,"SMQ680"
"7","Refused",2,2056,"SMQ680"
"9","Don't know",1,2057,"SMQ680"
".","Missing",4933,6990,""
