"LBD180LC.Code.or.Value","LBD180LC.Value.Description","LBD180LC.Count","LBD180LC.Cumulative","LBD180LC.Skip.to.Item"
"0","detectable result",839,839,NA
"1","below detectable limit",1085,1924,NA
".","Missing",350,2274,NA
