"AUXRR155.Code.or.Value","AUXRR155.Value.Description","AUXRR155.Count","AUXRR155.Cumulative","AUXRR155.Skip.to.Item"
"-24 to 80","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
