"AUXLR109.Code.or.Value","AUXLR109.Value.Description","AUXLR109.Count","AUXLR109.Cumulative","AUXLR109.Skip.to.Item"
"-56 to 46","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
