"PAQ742.Code.or.Value","PAQ742.Value.Description","PAQ742.Count","PAQ742.Cumulative","PAQ742.Skip.to.Item"
"1","Yes",203,203,NA
"2","No",117,320,NA
"7","Refused",0,320,NA
"9","Don't know",0,320,NA
".","Missing",9164,9484,NA
