"DBQ940.Code.or.Value","DBQ940.Value.Description","DBQ940.Count","DBQ940.Cumulative","DBQ940.Skip.to.Item"
"1","Yes",3757,3757,NA
"2","No",3131,6888,NA
"7","Refused",0,6888,NA
"9","Don't know",1,6889,NA
".","Missing",3648,10537,NA
