"RHQ700.Code.or.Value","RHQ700.Value.Description","RHQ700.Count","RHQ700.Cumulative","RHQ700.Skip.to.Item"
"1","Yes",1697,1697,NA
"2","No",435,2132,NA
"7","Refused",0,2132,NA
"9","Don't know",0,2132,NA
".","Missing",1733,3865,NA
