"FSD180.Code.or.Value","FSD180.Value.Description","FSD180.Count","FSD180.Cumulative","FSD180.Skip.to.Item"
"1","Yes",1053,1053,""
"2","No",8856,9909,"FSQ162"
"7","Refused",2,9911,"FSQ162"
"9","Don't know",1,9912,"FSQ162"
".","Missing",210,10122,""
