"RHQ598.Code.or.Value","RHQ598.Value.Description","RHQ598.Count","RHQ598.Cumulative","RHQ598.Skip.to.Item"
"45 to 52","Range of Values",3,3,NA
"777","Refused",0,3,NA
"999","Don't know",1,4,NA
".","Missing",3513,3517,NA
