"AUDTYR27.Code.or.Value","AUDTYR27.Value.Description","AUDTYR27.Count","AUDTYR27.Cumulative","AUDTYR27.Skip.to.Item"
"0 to 2.5","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
