"DBD055.Code.or.Value","DBD055.Value.Description","DBD055.Count","DBD055.Cumulative","DBD055.Skip.to.Item"
"1 to 730","Range of Values",1679,1679,NA
"0","Never",117,1796,NA
"666666","More than 730 days (2-year) old",7,1803,NA
"777777","Refused",1,1804,NA
"999999","Don't know",13,1817,NA
".","Missing",8154,9971,NA
