"PAQ685.Code.or.Value","PAQ685.Value.Description","PAQ685.Count","PAQ685.Cumulative","PAQ685.Skip.to.Item"
"1","Yes",777,777,NA
"2","No",5224,6001,NA
"3","SP never thought/not informed bad air quality",544,6545,NA
"7","Refused",0,6545,NA
"9","Don't know",1,6546,NA
".","Missing",0,6546,NA
