"TYXA164.Code.or.Value","TYXA164.Value.Description","TYXA164.Count","TYXA164.Cumulative","TYXA164.Skip.to.Item"
"0.09 to 6.646","Range of Values",4262,4262,NA
".","Missing",4207,8469,NA
