"TYXA151.Code.or.Value","TYXA151.Value.Description","TYXA151.Count","TYXA151.Cumulative","TYXA151.Skip.to.Item"
"0.212 to 6.7","Range of Values",5782,5782,NA
".","Missing",2687,8469,NA
