"OHQ660.Code.or.Value","OHQ660.Value.Description","OHQ660.Count","OHQ660.Cumulative","OHQ660.Skip.to.Item"
"1","Very often",207,207,NA
"2","Fairly often",205,412,NA
"3","Occasionally",662,1074,NA
"4","Hardly ever",612,1686,NA
"5","Never",3875,5561,NA
"7","Refused",1,5562,NA
"9","Don't know",1,5563,NA
".","Missing",0,5563,NA
