"AUXRR277.Code.or.Value","AUXRR277.Value.Description","AUXRR277.Count","AUXRR277.Cumulative","AUXRR277.Skip.to.Item"
"-40 to 92","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
