"AUDTYL37.Code.or.Value","AUDTYL37.Value.Description","AUDTYL37.Count","AUDTYL37.Cumulative","AUDTYL37.Skip.to.Item"
"0 to 3.81","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
