"DBQ750.Code.or.Value","DBQ750.Value.Description","DBQ750.Count","DBQ750.Cumulative","DBQ750.Skip.to.Item"
"1","Always",610,610,NA
"2","Most of the time",1050,1660,NA
"3","Sometimes",1472,3132,NA
"4","Rarely",602,3734,NA
"5","Never",463,4197,NA
"6","Never seen",1,4198,NA
"7","Refused",0,4198,NA
"9","Don't know",2,4200,NA
".","Missing",1064,5264,NA
