"AUXLR174.Code.or.Value","AUXLR174.Value.Description","AUXLR174.Count","AUXLR174.Cumulative","AUXLR174.Skip.to.Item"
"-12 to 58","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
