"AUXRR116.Code.or.Value","AUXRR116.Value.Description","AUXRR116.Count","AUXRR116.Cumulative","AUXRR116.Skip.to.Item"
"-27 to 35","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
