"CIQD046.Code.or.Value","CIQD046.Value.Description","CIQD046.Count","CIQD046.Cumulative","CIQD046.Skip.to.Item"
"1","Yes",55,55,NA
"2","No",52,107,NA
"7","Refuse",0,107,NA
"9","Don't know",2,109,NA
".","Missing",669,778,NA
