"OHQ770.Code.or.Value","OHQ770.Value.Description","OHQ770.Count","OHQ770.Cumulative","OHQ770.Skip.to.Item"
"1","Yes",1385,1385,""
"2","No",7732,9117,"OHQ550"
"7","Refused",1,9118,"OHQ550"
"9","Don't know",0,9118,"OHQ550"
".","Missing",652,9770,""
