"AUDTYR63.Code.or.Value","AUDTYR63.Value.Description","AUDTYR63.Count","AUDTYR63.Cumulative","AUDTYR63.Skip.to.Item"
"0 to 2.06","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
