"AUXLR140.Code.or.Value","AUXLR140.Value.Description","AUXLR140.Count","AUXLR140.Cumulative","AUXLR140.Skip.to.Item"
"-23 to 66","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
