"AUDTYL20.Code.or.Value","AUDTYL20.Value.Description","AUDTYL20.Count","AUDTYL20.Cumulative","AUDTYL20.Skip.to.Item"
"0 to 1.91","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
