"AUDTYR82.Code.or.Value","AUDTYR82.Value.Description","AUDTYR82.Count","AUDTYR82.Cumulative","AUDTYR82.Skip.to.Item"
"0 to 0.34","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
