"TYXP202.Code.or.Value","TYXP202.Value.Description","TYXP202.Count","TYXP202.Cumulative","TYXP202.Skip.to.Item"
"-296 to 103","Range of Values",354,354,NA
".","Missing",5231,5585,NA
