"AUXRR270.Code.or.Value","AUXRR270.Value.Description","AUXRR270.Count","AUXRR270.Cumulative","AUXRR270.Skip.to.Item"
"-13 to 48","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
