"TYXP006.Code.or.Value","TYXP006.Value.Description","TYXP006.Count","TYXP006.Cumulative","TYXP006.Skip.to.Item"
"53 to 199","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
