"AUQ150.Code.or.Value","AUQ150.Value.Description","AUQ150.Count","AUQ150.Cumulative","AUQ150.Skip.to.Item"
"1","Yes",224,224,""
"2","No",4649,4873,"AUQ190"
"7","Refused",3,4876,"AUQ190"
"9","Don't know",1,4877,"AUQ190"
".","Missing",4616,9493,""
