"CBQ585.Code.or.Value","CBQ585.Value.Description","CBQ585.Count","CBQ585.Cumulative","CBQ585.Skip.to.Item"
"1","Yes",614,614,NA
"2","No",752,1366,NA
"7","Refused",0,1366,NA
"9","Don't know",0,1366,NA
".","Missing",8605,9971,NA
