"RFXC151.Code.or.Value","RFXC151.Value.Description","RFXC151.Count","RFXC151.Cumulative","RFXC151.Skip.to.Item"
"-7.454 to 7.412","Range of Values",51052,51052,NA
".","Missing",24,51076,NA
