"RFXC055.Code.or.Value","RFXC055.Value.Description","RFXC055.Count","RFXC055.Cumulative","RFXC055.Skip.to.Item"
"-7.969 to 4.181","Range of Values",51065,51065,NA
".","Missing",11,51076,NA
