"DUQ340.Code.or.Value","DUQ340.Value.Description","DUQ340.Count","DUQ340.Cumulative","DUQ340.Skip.to.Item"
"8 to 52","Range of Values",239,239,NA
"777","Refused",0,239,NA
"999","Don't know",0,239,NA
".","Missing",5063,5302,NA
