"ORXH73.Code.or.Value","ORXH73.Value.Description","ORXH73.Count","ORXH73.Cumulative","ORXH73.Skip.to.Item"
"1","Positive",9,9,NA
"2","Negative",4715,4724,NA
"3","Not evaluated",333,5057,NA
".","Missing",0,5057,NA
