"AUXLR214.Code.or.Value","AUXLR214.Value.Description","AUXLR214.Count","AUXLR214.Cumulative","AUXLR214.Skip.to.Item"
"-39 to 52","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
