"AUXRR140.Code.or.Value","AUXRR140.Value.Description","AUXRR140.Count","AUXRR140.Cumulative","AUXRR140.Skip.to.Item"
"-60 to 57","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
