"AUXRR157.Code.or.Value","AUXRR157.Value.Description","AUXRR157.Count","AUXRR157.Cumulative","AUXRR157.Skip.to.Item"
"-3 to 53","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
