"LBD138LC.Code.or.Value","LBD138LC.Value.Description","LBD138LC.Count","LBD138LC.Cumulative","LBD138LC.Skip.to.Item"
"0","At or above the detection limit",263,263,NA
"1","Below lower detection limit",1,264,NA
".","Missing",0,264,NA
